Date,TARGET,PC1,PC2,PC3,CrossSecMean,CrossSecStd,SlopeTenor,SlopeMaturity,RV22,RQ22,BPV22,AbsR_1,AbsR_5
2050-05-14,0.047843836,-0.07779564643207865,4.411605637710528,3.3594646366394567,0.2228958060267858,0.1003445621783757,-0.000986749000000002,0.205535268,0.1302956500247255,3.788869732157468e-05,0.009302992308488535,0.020501284362228755,0.027087493440902756
2050-05-15,0.048681811,3.310448841068294,5.794170564272565,3.176680792638072,0.22723501977232144,0.1029264850888607,-0.0010175055000000016,0.208398354,0.12940182376654494,3.769485383750491e-05,0.009391855185088062,0.017363179189441524,0.029003613473833047
2050-05-17,0.050013221,0.6083226791006765,3.1403645790062225,5.359382547806457,0.22347422641071432,0.09876978256579304,-0.0013080534999999997,0.21144309599999997,0.11974515084281263,2.8403199549632683e-05,0.008567175753599712,0.026981920911593793,0.029545293135983374
2050-05-18,0.051892752,1.4941252794853952,2.748786989184079,7.052164661861718,0.22442712929017886,0.09817184080025752,-0.0016370549999999984,0.21593678399999996,0.12527524879228755,3.0255485045715667e-05,0.009425305582370255,0.036891736764899985,0.028622367977621455
2050-05-19,0.051467883,-1.9798730875884167,0.48265322180859077,7.657015520826515,0.2198490583482144,0.09468402781988991,-0.001625691000000002,0.214768062,0.12488828404829748,3.0233028449569405e-05,0.009697156559644819,0.008221145177248701,0.021991853281082552
2050-05-21,0.049859369,-4.770530668314137,0.039544701692064185,6.872127019353057,0.21640573172321437,0.09350686793536567,-0.0014557169999999987,0.20999036399999998,0.12166397501128957,2.7998168427479336e-05,0.009413747614470318,0.03175155948287767,0.024241908305212334
2050-05-22,0.05186416,-1.0496168282227287,0.4612171806497846,7.754774792723358,0.22098374133035723,0.09499267885080985,-0.0016301329999999989,0.216322368,0.1274253364761549,3.0399118480832497e-05,0.01020229019886881,0.03942157027933968,0.028653586523191964
2050-05-24,0.05232206,0.5147767766093458,2.4587323614183534,7.847233964498134,0.22315002487946425,0.0972686106399169,-0.0018053375000000003,0.216114792,0.12511010331823746,2.9966918536884304e-05,0.010268186228555872,0.00879008660307612,0.025015219661488432
2050-05-25,0.050326676,-4.171805301041025,1.3872012042343607,7.263750157096461,0.2172905047187498,0.09474902344615817,-0.001655601999999999,0.20971010999999995,0.13037266118505075,3.222466109877352e-05,0.01027710913691625,0.0388828049641492,0.025413433301338273
2050-05-27,0.047224266,-6.976134433470794,1.845730026552839,4.923011484361642,0.21402072724553567,0.09490051828576222,-0.0012144650000000014,0.20126159999999993,0.14496636697101548,4.86136664883992e-05,0.012679988473015838,0.06362740384673415,0.03649468503523536
2050-05-28,0.047921164,-3.5134368166698935,2.4800248799475133,4.505301586693179,0.21837475361607153,0.0969217850403862,-0.0011232949999999998,0.204868332,0.14530982845545076,4.864651816342761e-05,0.013553153124808544,0.014649373344679972,0.033074247807595825
2050-05-30,0.048230309,-3.4996748090795915,4.165035437362218,4.956341591101857,0.21858604316964275,0.09827032122401222,-0.0013683279999999985,0.203455158,0.1451214357627986,4.8638999476709794e-05,0.01354229058650405,0.006430396864778309,0.02647601312468355
2050-05-31,0.051538431,-0.7627907853774097,2.71355857048855,7.469446189555779,0.2216335155178573,0.0971342527550755,-0.0017642214999999996,0.21330971399999998,0.1462868911777905,5.1513028655529304e-05,0.013344257765265386,0.06634012152488289,0.03798602010904491
2050-06-02,0.05183516,2.1664632518800833,3.2750612140144755,6.791165019139767,0.22533122766071442,0.09897866882904974,-0.0016149465000000023,0.2158191,0.14631591699131571,5.151351635373289e-05,0.013409893092143866,0.00574092110179425,0.03135764333657391
2050-06-03,0.050425622,1.5690346602161547,3.778040919688949,5.513310623679036,0.2247258525580358,0.09964141836971584,-0.0013835310000000003,0.21226744199999997,0.1456079401118279,5.115662853933382e-05,0.013414375875335999,0.027569264572367747,0.024146015481700634
2050-06-05,0.049752702,1.9567141496938656,3.4732243666322162,4.630226507320959,0.22520702246874988,0.09983547490677706,-0.0011566194999999974,0.21178869599999997,0.1454393176165036,5.113650414940321e-05,0.013313663267043323,0.013434645227841102,0.02390306985833286
2050-06-06,0.047611105,0.607894550310606,4.2626210684129555,2.8639151600622172,0.22374329008928565,0.10064974307994727,-0.0008575925000000005,0.205874106,0.15174115665776014,5.4880188964803985e-05,0.013784408877678895,0.04399874134069037,0.03141673875351527
2050-06-07,0.048707953,2.0918729615215503,3.93422664503615,3.497554287394799,0.22548883824999996,0.10069676490607353,-0.0009470390000000002,0.20951042999999997,0.1524718415492283,5.5061402524361526e-05,0.014649755024268954,0.022776290363522467,0.022703972521243187
2050-06-09,0.046867442,-2.457700566080577,4.197402920855741,3.1253164618468094,0.21996073043303582,0.09933819082941472,-0.0009508114999999991,0.20194598999999996,0.15706945638003705,5.725915960386887e-05,0.015393072904237652,0.03851908875329846,0.02925960605154403
2050-06-10,0.048171145,-1.1659768838968168,3.416703392130467,4.019379977716464,0.22140005560267864,0.09881268415470214,-0.001062160000000003,0.206308032,0.15758932959967636,5.7478685997154156e-05,0.016261008854456027,0.027436956383838584,0.029233144413838195
2050-06-12,0.048321701,-0.5219950825791373,3.0433690666005853,3.931483555590244,0.22214745195089286,0.09876232830401187,-0.0010019960000000015,0.20756985599999994,0.15205708335985207,5.45108163299423e-05,0.015339122043840591,0.003120565480580595,0.027170328464386096
2050-06-13,0.047163862,-4.208527530722954,2.222268799775798,3.917778419319147,0.2175185139732144,0.09664127023392487,-0.000982577499999998,0.20319787199999995,0.14831645197830745,5.192658662463975e-05,0.01369753190256882,0.02425279207185671,0.023221138610619363
2050-06-15,0.047270245,-1.0871467727004032,2.8999195647804075,2.9971406925581716,0.22148409574999994,0.0987582308732454,-0.0007956234999999985,0.205333878,0.14690998456357923,5.174995806701227e-05,0.012903960624724426,0.0022530640333719987,0.01911649334458927
2050-06-16,0.049446886,3.405850751520393,2.5563908183888815,3.7398908908379696,0.226915524,0.09992628327196226,-0.0008646214999999992,0.213543042,0.15266855898708198,5.5766278111054044e-05,0.012649421712661086,0.045018055603121,0.020416286714553776
2050-06-18,0.047786289,2.4942569772745613,4.06439617065408,2.3888234429880155,0.22605632878124984,0.10136618080392035,-0.000714461999999999,0.20801949,0.15409929500893293,5.659797975059656e-05,0.013718761242072984,0.03416032603968411,0.02176096064572288
2050-06-19,0.046401129,-0.8183201155593477,4.2130051727120845,2.0654467061976294,0.22202916438839276,0.10035330216588526,-0.0007015499999999987,0.20248327799999996,0.15248223744332784,5.549429879202928e-05,0.013728176164946567,0.029414966513731322,0.02701984085235303
2050-06-21,0.048886154,2.925209316957025,3.9709919193953875,3.401545834986393,0.22652020209374998,0.10108188227749852,-0.0009182015000000002,0.21050520599999994,0.16095029618311027,6.289766652481768e-05,0.014959474888736248,0.05217041626950003,0.03260336569188169
2050-06-22,0.048137565,1.6556621899689568,4.165809692173779,3.0563134360373296,0.22500598935267874,0.1008931285217753,-0.0008769700000000012,0.207839784,0.15854009937922722,6.193798122762637e-05,0.015503501061532105,0.015431357663505896,0.03523902441790847
2050-06-24,0.046234854,1.5106081756992789,6.02241631968009,1.2105157309985395,0.22516127162053579,0.10316544383599187,-0.0006368809999999989,0.20213456399999996,0.1587681476618753,6.216812599702118e-05,0.01487413471961163,0.04032892019502521,0.034301197336289314
2050-06-25,0.048957623,5.321729341907184,6.025635286921977,2.7895898955066714,0.22974701953571436,0.10402784005942117,-0.0009274020000000008,0.21035031,0.1685358122360941,7.288294057048837e-05,0.01683528321506482,0.05722115794517357,0.038913363717387205
2050-06-27,0.048928052,4.480533079751091,6.046445261497063,3.051380024800822,0.22870644079017843,0.10363704490370929,-0.0009963569999999998,0.20955756599999997,0.16399028183213493,7.059718218133474e-05,0.01652807270993814,0.0006041946566659462,0.03315120934597413
2050-06-28,0.048090264,4.906772701865089,7.355944087516569,2.104498168488524,0.22944362398660714,0.10532230489723755,-0.0008944945000000024,0.20693607599999997,0.15212711314171862,5.429624139186753e-05,0.014064495910855178,0.017271147550919075,0.02617135560225794
2050-06-29,0.049358736,7.766973580397949,7.917424194178836,2.506259890087755,0.2329910541830358,0.10674684698249576,-0.0009937455000000005,0.21101163,0.1536420418333887,5.470962993946734e-05,0.01358204910126972,0.026035026508365977,0.028292089371229956
2050-07-01,0.051631512,11.192101160326926,8.550107625597743,3.7943288549776546,0.23718625279910716,0.10811985488939854,-0.0012869829999999985,0.21722519399999998,0.15997216764984748,5.8814895574588416e-05,0.014659877338691209,0.04501741227232747,0.029229787786690407
2050-07-02,0.048890646,5.69833237181448,8.816101327732843,2.7972285676272426,0.23056349527232142,0.10671575636945951,-0.0011557959999999971,0.207402216,0.15545211179291252,4.829826081195824e-05,0.016688808027190832,0.05454609392267695,0.028694774982191085
2050-07-04,0.047226833,3.160995033063251,8.96766418251999,1.9099340177138442,0.22752708954464304,0.10625198907360195,-0.0010043194999999998,0.20209467599999997,0.15915782348361146,4.973432451888433e-05,0.01819655110775675,0.034623863017596346,0.03549870865437717
2050-07-05,0.044926992,0.5466056146298373,9.926950313905051,0.4309228277605288,0.2245338664375,0.10675353071611493,-0.0007906649999999994,0.19463439,0.16450987734155237,5.5368441786305105e-05,0.019766820987322662,0.04992345456750158,0.04202917005769367
2050-07-07,0.045917606,5.173910067309547,11.995553587832287,0.049994915943821196,0.23047563431696427,0.11052245633407572,-0.0008195510000000017,0.198095046,0.16540459291331294,5.5562126546184014e-05,0.02048526046722526,0.02180984425171628,0.04118413360636373
2050-07-08,0.045705076,6.436468698581763,12.811224014022793,-0.5485507503863912,0.2321507240982144,0.11196258222798462,-0.000742093499999999,0.197867718,0.15951273548404932,5.181492262340129e-05,0.01999533436270183,0.004639252563774399,0.03310850166465311
2050-07-10,0.046338386,7.683316971708906,12.410568953241867,-0.3380453624155984,0.23360627922767857,0.11193346224487633,-0.0007440174999999993,0.20049346199999996,0.15847689876709378,5.158167384158606e-05,0.019057048516280397,0.013761324934572716,0.024951547867032263
2050-07-11,0.048333618,13.981338411933825,13.334597936566901,-0.3299214779306181,0.2413751049107144,0.11498430079458376,-0.0007617135000000004,0.208278618,0.1594000965000544,5.2538629477453395e-05,0.018759857987212563,0.042156654513557434,0.02645810616622448
2050-07-13,0.048268073,14.58189278786229,13.555350953259143,-0.5905133085887864,0.24214357741071432,0.11548953238238537,-0.0007189335000000012,0.20839888199999998,0.1570268947679817,5.197194524012904e-05,0.017760218675010445,0.001357015790921956,0.01674481841090856
2050-07-14,0.048152645,12.655717535778585,13.5677815793583,-0.04302194526150483,0.23977994463392854,0.11464745597140484,-0.0008527424999999998,0.20662238999999996,0.15701414020608853,5.197188327411727e-05,0.01767784890243078,0.002394258361375634,0.012861701232840427
